基準日,基準価額,前日比,純資産総額,直近決算日,直近分配金,分配金再投資基準価額
20240229,32035.00,-135,101309243863,20230830,0,32035
20240301,32264.00,229,102142723746,20230830,0,32264
20240304,32680.00,416,103538756777,20230830,0,32680
20240305,32621.00,-59,104145591313,20230830,0,32621
20240306,31953.00,-668,102285415047,20230830,0,31953
20240307,31945.00,-8,102432374285,20230830,0,31945
20240308,32190.00,245,103349434717,20230830,0,32190
20240311,31478.00,-712,101246401285,20230830,0,31478
20240312,31367.00,-111,101195499222,20230830,0,31367
20240313,31980.00,613,103296405125,20230830,0,31980
20240314,31749.00,-231,102653234323,20230830,0,31749
20240315,31853.00,104,103061956507,20230830,0,31853
20240318,31640.00,-213,102467367129,20230830,0,31640
20240319,31944.00,304,103638140924,20230830,0,31944
20240321,32729.00,785,106333939721,20230830,0,32729
20240322,33048.00,319,107404988287,20230830,0,33048
20240325,33046.00,-2,107538432370,20230830,0,33046
20240326,32911.00,-135,107215785254,20230830,0,32911
20240327,32844.00,-67,107456955135,20230830,0,32844
20240328,32960.00,116,108138243957,20230830,0,32960
20240329,32887.00,-73,108185576209,20230830,0,32887
20240401,32891.00,4,108332578089,20230830,0,32891
20240402,33032.00,141,108798508490,20230830,0,33032
20240403,32692.00,-340,108609165457,20230830,0,32692
20240404,32795.00,103,109167534819,20230830,0,32795
20240405,32127.00,-668,107049035760,20230830,0,32127
20240408,32710.00,583,109030127491,20230830,0,32710
20240409,32736.00,26,109238801206,20230830,0,32736
20240410,32827.00,91,109975384684,20230830,0,32827
20240411,32795.00,-32,109915942987,20230830,0,32795
20240412,33350.00,555,111959811205,20230830,0,33350
20240415,32875.00,-475,110454368072,20230830,0,32875
20240416,32535.00,-340,109495142310,20230830,0,32535
20240417,32624.00,89,109963910359,20230830,0,32624
20240418,32151.00,-473,108320461534,20230830,0,32151
20240419,32029.00,-122,108097167337,20230830,0,32029
20240422,31379.00,-650,105942775076,20230830,0,31379
20240423,31707.00,328,107090753760,20230830,0,31707
20240424,32188.00,481,108898865173,20230830,0,32188
20240425,32430.00,242,109850422956,20230830,0,32430
20240426,32303.00,-127,109648747427,20230830,0,32303
20240430,33193.00,890,112839717184,20230830,0,33193
20240501,32777.00,-416,111532852501,20230830,0,32777
20240502,32171.00,-606,109674515180,20230830,0,32171
20240507,33170.00,999,114095979958,20230830,0,33170
20240508,33350.00,180,114875650821,20230830,0,33350
20240509,33487.00,137,115539393909,20230830,0,33487
20240510,33554.00,67,116101031681,20230830,0,33554
20240513,33704.00,150,116683926741,20230830,0,33704
20240514,33857.00,153,117338451267,20230830,0,33857
20240515,34125.00,268,118281561295,20230830,0,34125
20240516,34068.00,-57,118146756036,20230830,0,34068
20240517,34364.00,296,119394019281,20230830,0,34364
20240520,34414.00,50,119625369980,20230830,0,34414
20240521,34781.00,367,120937280494,20230830,0,34781
20240522,34818.00,37,121296223631,20230830,0,34818
20240523,34934.00,116,121790528417,20230830,0,34934
20240524,34834.00,-100,121567561455,20230830,0,34834
20240527,35112.00,278,122579772620,20230830,0,35112
20240528,35127.00,15,122587013503,20230830,0,35127
20240529,35346.00,219,123351377034,20230830,0,35346
20240530,35147.00,-199,123124406015,20230830,0,35147
20240531,34582.00,-565,121230346172,20230830,0,34582
20240603,34669.00,87,121590860249,20230830,0,34669
20240604,34639.00,-30,121591339903,20230830,0,34639
20240605,34482.00,-157,122168527613,20230830,0,34482
20240606,35291.00,809,125123552158,20230830,0,35291
20240607,35274.00,-17,125194262234,20230830,0,35274
20240610,35511.00,237,126130318461,20230830,0,35511
20240611,35723.00,212,127008082317,20230830,0,35723
20240612,35948.00,225,128253688015,20230830,0,35948
20240613,36351.00,403,129703177484,20230830,0,36351
20240614,36655.00,304,130918243722,20230830,0,36655
20240617,36869.00,214,131847682145,20230830,0,36869
20240618,37374.00,505,133725053392,20230830,0,37374
20240619,37436.00,62,134273924195,20230830,0,37436
20240620,37483.00,47,134477889729,20230830,0,37483
20240621,37409.00,-74,134211335087,20230830,0,37409
20240624,37493.00,84,134861398914,20230830,0,37493
20240625,36992.00,-501,133117745825,20230830,0,36992
20240626,37473.00,481,135008001741,20230830,0,37473
20240627,37801.00,328,136304226394,20230830,0,37801
20240628,37942.00,141,137011212079,20230830,0,37942
20240701,37777.00,-165,136706626002,20230830,0,37777
20240702,38137.00,360,138168062317,20230830,0,38137
20240703,38499.00,362,140557727782,20230830,0,38499
20240704,38801.00,302,141815538615,20230830,0,38801
20240705,38729.00,-72,141762319978,20230830,0,38729
20240708,39028.00,299,142858032791,20230830,0,39028
20240709,39163.00,135,143692110766,20230830,0,39163
20240710,39335.00,172,144958022463,20230830,0,39335
20240711,39805.00,470,146922736858,20230830,0,39805
20240712,38284.00,-1521,141536821819,20230830,0,38284
20240716,38452.00,168,142378210167,20230830,0,38452
20240717,38500.00,48,142797123205,20230830,0,38500
20240718,36732.00,-1768,136668703614,20230830,0,36732
20240719,36940.00,208,137664283676,20230830,0,36940
20240722,36610.00,-330,136447152662,20230830,0,36610
20240723,36981.00,371,137891571288,20230830,0,36981
20240724,36648.00,-333,136751861078,20230830,0,36648
20240725,34742.00,-1906,129785837168,20230830,0,34742
20240726,34544.00,-198,129133981713,20230830,0,34544
20240729,34814.00,270,130127129902,20230830,0,34814
20240730,34953.00,139,130749884752,20230830,0,34953
20240731,34102.00,-851,127822362080,20230830,0,34102
20240801,34480.00,378,129339979501,20230830,0,34480
20240802,33618.00,-862,126189964638,20230830,0,33618
20240805,31928.00,-1690,120774664089,20230830,0,31928
20240806,30879.00,-1049,116825513364,20230830,0,30879
20240807,31634.00,755,119235760515,20230830,0,31634
20240808,31090.00,-544,117058544276,20230830,0,31090
20240809,32361.00,1271,122037671553,20230830,0,32361
20240813,32521.00,160,123207213574,20230830,0,32521
20240814,33284.00,763,126194490101,20230830,0,33284
20240815,33371.00,87,126825713042,20230830,0,33371
20240816,34602.00,1231,131664687509,20230830,0,34602
20240819,34361.00,-241,131181617184,20230830,0,34361
20240820,34466.00,105,131772522344,20230830,0,34466
20240821,34186.00,-280,130790856029,20230830,0,34186
20240822,34320.00,134,131485543342,20230830,0,34320
20240823,33947.00,-373,130167431588,20230830,0,33947
20240826,33704.00,-243,129308338644,20230830,0,33704
20240827,33660.00,-44,129243364519,20230830,0,33660
20240828,33633.00,-27,129312033859,20230830,0,33633
20240829,33297.00,-336,128188855505,20230830,0,33297
20240830,33314.00,17,128317999274,20240830,0,33314
20240902,34075.00,761,131301399433,20240830,0,34075
20240903,34291.00,216,132173917326,20240830,0,34291
20240904,32821.00,-1470,126507877840,20240830,0,32821
20240905,32391.00,-430,125900770058,20240830,0,32391
20240906,32286.00,-105,125486618385,20240830,0,32286
20240909,31320.00,-966,121803773432,20240830,0,31320
20240910,31893.00,573,124091315224,20240830,0,31893
20240911,31867.00,-26,124524995826,20240830,0,31867
20240912,32725.00,858,128080225534,20240830,0,32725
20240913,32739.00,14,128201472552,20240830,0,32739
20240917,32562.00,-177,127702429664,20240830,0,32562
20240918,32774.00,212,128603166968,20240830,0,32774
20240919,33091.00,317,130180246860,20240830,0,33091
20240920,33735.00,644,132774655463,20240830,0,33735
20240924,33984.00,249,133799821938,20240830,0,33984
20240925,34044.00,60,134268823674,20240830,0,34044
20240926,34395.00,351,135831087939,20240830,0,34395
20240927,34862.00,467,137845832854,20240830,0,34862
20240930,34008.00,-854,134540187182,20240830,0,34008
20241001,34425.00,417,136407578971,20240830,0,34425
20241002,33893.00,-532,134369679573,20240830,0,33893
20241003,34701.00,808,138492695262,20240830,0,34701
20241004,34589.00,-112,138146418105,20240830,0,34589
20241007,35426.00,837,141624384175,20240830,0,35426
20241008,34880.00,-546,139472824516,20240830,0,34880
20241009,35503.00,623,142207989178,20240830,0,35503
20241010,36066.00,563,144859029679,20240830,0,36066
20241011,35827.00,-239,143908764327,20240830,0,35827
20241015,36431.00,604,146449551159,20240830,0,36431
20241016,35842.00,-589,144025645616,20240830,0,35842
20241017,35951.00,109,144592396121,20240830,0,35951
20241018,36096.00,145,145309612129,20240830,0,36096
20241021,36163.00,67,145636955520,20240830,0,36163
20241022,36547.00,384,147281907314,20240830,0,36547
20241023,36740.00,193,148131030989,20240830,0,36740
20241024,36507.00,-233,147150718298,20240830,0,36507
20241025,36656.00,149,147780539101,20240830,0,36656
20241028,37185.00,529,149910123001,20240830,0,37185
20241029,37056.00,-129,149458562619,20240830,0,37056
20241030,37512.00,456,151447894724,20240830,0,37512
20241031,37296.00,-216,150539605910,20240830,0,37296
20241101,36008.00,-1288,145322513129,20240830,0,36008
20241105,36233.00,225,146279010211,20240830,0,36233
20241106,36811.00,578,149553166308,20240830,0,36811
20241107,38258.00,1447,155868870597,20240830,0,38258
20241108,38473.00,215,156839557062,20240830,0,38473
20241111,38507.00,34,157103098670,20240830,0,38507
20241112,38660.00,153,157891859059,20240830,0,38660
20241113,38881.00,221,158923941662,20240830,0,38881
20241114,39018.00,137,159483817589,20240830,0,39018
20241115,39024.00,6,159550467621,20240830,0,39024
20241118,37485.00,-1539,153295844267,20240830,0,37485
20241119,37785.00,300,154846392832,20240830,0,37785
20241120,38157.00,372,156423497152,20240830,0,38157
20241121,38179.00,22,156525532966,20240830,0,38179
20241122,38170.00,-9,156667736078,20240830,0,38170
20241125,38166.00,-4,156730189933,20240830,0,38166
20241126,38217.00,51,157033133686,20240830,0,38217
20241127,38094.00,-123,156613134999,20240830,0,38094
20241128,37498.00,-596,154200414207,20240830,0,37498
20241129,37243.00,-255,153264904587,20240830,0,37243
20241202,37446.00,203,154099885589,20240830,0,37446
20241203,37799.00,353,155624755791,20240830,0,37799
20241204,37880.00,81,156864826030,20240830,0,37880
20241205,38491.00,611,159573241825,20240830,0,38491
20241206,38293.00,-198,158772208250,20240830,0,38293
20241209,38592.00,299,160074719415,20240830,0,38592
20241210,38705.00,113,160555939272,20240830,0,38705
20241211,38654.00,-51,160696353280,20240830,0,38654
20241212,39509.00,855,164302408497,20240830,0,39509
20241213,39399.00,-110,163805382255,20240830,0,39399
20241216,39934.00,535,165982105698,20240830,0,39934
20241217,40606.00,672,168716962572,20240830,0,40606
20241218,40291.00,-315,167331399036,20240830,0,40291
20241219,39143.00,-1148,162442685719,20240830,0,39143
20241220,39716.00,573,164756742218,20240830,0,39716
20241223,39740.00,24,164877116553,20240830,0,39740
20241224,40328.00,588,167568842494,20240830,0,40328
20241225,40860.00,532,169741958471,20240830,0,40860
20241226,40872.00,12,169730949256,20240830,0,40872
20241227,41012.00,140,170311773604,20240830,0,41012
20241230,40455.00,-557,168370991248,20240830,0,40455
20250106,40065.00,-390,166955278701,20240830,0,40065
20250107,40630.00,565,169564611550,20240830,0,40630
20250108,39868.00,-762,168718301499,20240830,0,39868
20250109,39970.00,102,169584913970,20240830,0,39970
20250110,39907.00,-63,169945980616,20240830,0,39907
20250114,39007.00,-900,166114750849,20240830,0,39007
20250115,39083.00,76,167118732004,20240830,0,39083
20250116,39576.00,493,169447623026,20240830,0,39576
20250117,38998.00,-578,167498617852,20240830,0,38998
20250120,39856.00,858,171345846393,20240830,0,39856
20250121,39860.00,4,171537070752,20240830,0,39860
20250122,39951.00,91,171926367514,20240830,0,39951
20250123,40728.00,777,175760610562,20240830,0,40728
20250124,40771.00,43,176113942265,20240830,0,40771
20250127,40344.00,-427,174299443082,20240830,0,40344
20250128,39030.00,-1314,168682442819,20240830,0,39030
20250129,39785.00,755,172324097758,20240830,0,39785
20250130,39457.00,-328,171242832354,20240830,0,39457
20250131,39549.00,92,171749554253,20240830,0,39549
20250203,39821.00,272,173071550628,20240830,0,39821
20250204,39398.00,-423,171315162482,20240830,0,39398
20250205,39566.00,168,173214029065,20240830,0,39566
20250206,39356.00,-210,172399498176,20240830,0,39356
20250207,39226.00,-130,171973964781,20240830,0,39226
20250210,38887.00,-339,170551530898,20240830,0,38887
20250212,39593.00,706,173763450126,20240830,0,39593
20250213,39962.00,369,176021181999,20240830,0,39962
20250214,40088.00,126,176662952677,20240830,0,40088
20250217,40008.00,-80,176398196304,20240830,0,40008
20250218,39944.00,-64,175972393101,20240830,0,39944
20250219,40157.00,213,176912216489,20240830,0,40157
20250220,39910.00,-247,176157225144,20240830,0,39910
20250221,39390.00,-520,173801086444,20240830,0,39390
20250225,38207.00,-1183,168690788215,20240830,0,38207
20250226,37403.00,-804,165204498915,20240830,0,37403
20250227,37564.00,161,166119287252,20240830,0,37564
20250228,36635.00,-929,162140282279,20240830,0,36635
20250303,37450.00,815,165938890665,20240830,0,37450
20250304,36313.00,-1137,160994029411,20240830,0,36313
20250305,36334.00,21,162295088312,20240830,0,36334
20250306,36672.00,338,163905512272,20240830,0,36672
20250307,35370.00,-1302,158198134267,20240830,0,35370
20250310,35469.00,99,158684710961,20240830,0,35469
20250311,33953.00,-1516,152028194848,20240830,0,33953
20250312,34183.00,230,153737571152,20240830,0,34183
20250313,34623.00,440,155664348881,20240830,0,34623
20250314,33982.00,-641,152902279490,20240830,0,33982
20250317,34943.00,961,157323310572,20240830,0,34943
20250318,35302.00,359,159004911096,20240830,0,35302
20250319,34750.00,-552,157022777582,20240830,0,34750
20250321,34951.00,201,157998596050,20240830,0,34951
20250324,35257.00,306,159466037400,20240830,0,35257
20250325,36294.00,1037,164462576321,20240830,0,36294
20250326,36306.00,12,164642399706,20240830,0,36306
20250327,35732.00,-574,162256665912,20240830,0,35732
20250328,35644.00,-88,161930809093,20240830,0,35644
20250331,34347.00,-1297,156230811339,20240830,0,34347
20250401,34411.00,64,156594455535,20240830,0,34411
20250402,34698.00,287,157864141766,20240830,0,34698
20250403,34490.00,-208,157743830563,20240830,0,34490
20250404,32229.00,-2261,147509123789,20240830,0,32229
20250407,30219.00,-2010,138537520506,20240830,0,30219
20250408,30690.00,471,140747150132,20240830,0,30690
20250409,29607.00,-1083,135854062708,20240830,0,29607
20250410,33512.00,3905,154393970360,20240830,0,33512
20250411,31371.00,-2141,144732919515,20240830,0,31371
20250414,31892.00,521,147416079356,20240830,0,31892
20250415,32167.00,275,148748615142,20240830,0,32167
20250416,32064.00,-103,148579367289,20240830,0,32064
20250417,31003.00,-1061,143908050016,20240830,0,31003
20250418,30987.00,-16,143926813962,20240830,0,30987
20250421,30721.00,-266,142811152751,20240830,0,30721
20250422,29904.00,-817,139010928101,20240830,0,29904
20250423,30937.00,1033,144011587156,20240830,0,30937
20250424,31833.00,896,148228335926,20240830,0,31833
20250425,32755.00,922,152634307492,20240830,0,32755
20250428,33252.00,497,155014862475,20240830,0,33252
20250430,33192.00,-60,154852346388,20240830,0,33192
20250501,33348.00,156,155939367658,20240830,0,33348
20250502,34412.00,1064,160992104115,20240830,0,34412
20250507,33718.00,-694,158597322970,20240830,0,33718
20250508,33993.00,275,160074836869,20240830,0,33993
20250509,34849.00,856,164533213073,20240830,0,34849
20250512,34877.00,28,165131634477,20240830,0,34877
20250513,36767.00,1890,174211609753,20240830,0,36767
20250514,37201.00,434,176513527210,20240830,0,37201
20250515,37149.00,-52,176074009866,20240830,0,37149
20250516,36879.00,-270,174800749657,20240830,0,36879
20250519,37008.00,129,175578586633,20240830,0,37008
20250520,37138.00,130,176132824367,20240830,0,37138
20250521,36736.00,-402,174262256101,20240830,0,36736
20250522,36010.00,-726,171039436296,20240830,0,36010
20250523,36204.00,194,171945945996,20240830,0,36204
20250526,35575.00,-629,169015399278,20240830,0,35575
20250527,35481.00,-94,168560447103,20240830,0,35481
20250528,36758.00,1277,174623299670,20240830,0,36758
20250529,37097.00,339,176534607600,20240830,0,37097
20250530,36620.00,-477,174312906755,20240830,0,36620
20250602,36519.00,-101,173784990012,20240830,0,36519
20250603,36576.00,57,174036520591,20240830,0,36576
20250604,37168.00,592,177654775825,20240830,0,37168
20250605,36943.00,-225,176821232969,20240830,0,36943
20250606,36914.00,-29,176664024076,20240830,0,36914
20250609,37578.00,664,179906966005,20240830,0,37578
20250610,37592.00,14,179979010984,20240830,0,37592
20250611,37900.00,308,181923166777,20240830,0,37900
20250612,37547.00,-353,180351015566,20240830,0,37547
20250613,37365.00,-182,179475087122,20240830,0,37365
20250616,37232.00,-133,178995740696,20240830,0,37232
20250617,37931.00,699,182337880936,20240830,0,37931
20250618,37627.00,-304,180950388507,20240830,0,37627
20250619,37513.00,-114,180487976948,20240830,0,37513
20250620,37624.00,111,181022278396,20240830,0,37624
20250623,37761.00,137,181679637664,20240830,0,37761
20250624,37958.00,197,182757019538,20240830,0,37958
20250625,38363.00,405,184583103117,20240830,0,38363
20250626,38377.00,14,184672993036,20240830,0,38377
20250627,38679.00,302,186162498596,20240830,0,38679
20250630,38888.00,209,187203277436,20240830,0,38888
20250701,38835.00,-53,186956091101,20240830,0,38835
20250702,38496.00,-339,185300558543,20240830,0,38496
20250703,38760.00,264,187270406899,20240830,0,38760
20250704,39417.00,657,190440781776,20240830,0,39417
20250707,39355.00,-62,190332958918,20240830,0,39355
20250708,39499.00,144,191026381945,20240830,0,39499
20250709,39743.00,244,192247500419,20240830,0,39743
20250710,39754.00,11,192620589600,20240830,0,39754
20250711,39902.00,148,193330894432,20240830,0,39902
20250714,39913.00,11,193374804651,20240830,0,39913
20250715,40228.00,315,194894551798,20240830,0,40228
20250716,40647.00,419,196928493649,20240830,0,40647
20250717,40541.00,-106,196530736508,20240830,0,40541
20250718,40894.00,353,198100351419,20240830,0,40894
20250722,40734.00,-160,197223541337,20240830,0,40734
20250723,40256.00,-478,194797695660,20240830,0,40256
20250724,40435.00,179,195708427311,20240830,0,40435
20250725,40787.00,352,197399466190,20240830,0,40787
20250728,40975.00,188,198399201755,20240830,0,40975
20250729,41335.00,360,200166459901,20240830,0,41335
20250730,41172.00,-163,199564691791,20240830,0,41172
20250731,41553.00,381,201335053026,20240830,0,41553
20250801,41716.00,163,202097865569,20240830,0,41716
20250804,40044.00,-1672,194009687720,20240830,0,40044
20250805,40608.00,564,197440397096,20240830,0,40608
20250806,40491.00,-117,197066606667,20240830,0,40491
20250807,41022.00,531,199779605442,20240830,0,41022
20250808,41038.00,16,199875239246,20240830,0,41038
20250812,41620.00,582,202836418046,20240830,0,41620
20250813,41993.00,373,205092668564,20240830,0,41993
20250814,41684.00,-309,203850302115,20240830,0,41684
20250815,41930.00,246,205025783547,20240830,0,41930
20250818,41677.00,-253,203788039813,20240830,0,41677
20250819,41791.00,114,204727408737,20240830,0,41791
20250820,41166.00,-625,201739653732,20240830,0,41166
20250821,40862.00,-304,200206995323,20240830,0,40862
20250822,40964.00,102,200871142674,20240830,0,40964
20250825,41291.00,327,202555356153,20240830,0,41291
20250826,41083.00,-208,201647338686,20240830,0,41083
20250827,41366.00,283,203127604491,20240830,0,41366
20250828,41399.00,33,203392547274,20240830,0,41399
20250829,41502.00,103,204005143474,20240830,0,41502
20250901,41101.00,-401,202070137855,20250901,0,41101
20250902,41118.00,17,202180232085,20250901,0,41118
20250903,41194.00,76,202552398428,20250901,0,41194
20250904,41304.00,110,203762467013,20250901,0,41304
20250905,41755.00,451,206173553962,20250901,0,41755
20250908,41857.00,102,206553301592,20250901,0,41857
20250909,41742.00,-115,206080220227,20250901,0,41742
20250910,41918.00,176,207452926081,20250901,0,41918
20250911,41945.00,27,207615781989,20250901,0,41945
20250912,42122.00,177,208538701094,20250901,0,42122
20250916,42721.00,599,211645341716,20250901,0,42721
20250917,42402.00,-319,210197887638,20250901,0,42402
20250918,42437.00,35,210492657586,20250901,0,42437
20250919,43151.00,714,214047136739,20250901,0,43151
20250922,43520.00,369,215930344380,20250901,0,43520
20250924,43316.00,-204,214933905873,20250901,0,43316
20250925,43448.00,132,215748005372,20250901,0,43448
20250926,43556.00,108,216401631909,20250901,0,43556
20250929,43575.00,19,216661208234,20250901,0,43575
20250930,43669.00,94,217186306461,20250901,0,43669
20251001,43582.00,-87,216923640240,20250901,0,43582
20251002,43508.00,-74,216544062460,20250901,0,43508
20251003,43733.00,225,218437534344,20250901,0,43733
20251006,44249.00,516,221085037847,20250901,0,44249
20251007,44797.00,548,224032738411,20250901,0,44797
20251008,45094.00,297,225581149926,20250901,0,45094
20251009,45759.00,665,229097338389,20250901,0,45759
20251010,45794.00,35,229734521444,20250901,0,45794
20251014,44978.00,-816,225665650470,20250901,0,44978
20251015,44429.00,-549,223043767685,20250901,0,44429
20251016,44452.00,23,223225598534,20250901,0,44452
20251017,44130.00,-322,221786822252,20250901,0,44130
20251020,44659.00,529,224705493961,20250901,0,44659
20251021,45106.00,447,226961632044,20250901,0,45106
20251022,45427.00,321,228718955160,20250901,0,45427
20251023,45140.00,-287,227134453941,20250901,0,45140
20251024,45664.00,524,229907792598,20250901,0,45664
20251027,46231.00,567,232763734943,20250901,0,46231
20251028,46940.00,709,236411099352,20250901,0,46940
20251029,46987.00,47,236981377986,20250901,0,46987
20251030,47556.00,569,239893363645,20250901,0,47556
20251031,47251.00,-305,238376333909,20250901,0,47251
20251104,47778.00,527,241060882744,20250901,0,47778
20251105,46522.00,-1256,234711416000,20250901,0,46522
20251106,47023.00,501,238212560639,20250901,0,47023
20251107,45885.00,-1138,232532985400,20250901,0,45885
20251110,45960.00,75,233012275706,20250901,0,45960
20251111,47107.00,1147,239095905081,20250901,0,47107
20251112,46941.00,-166,238913093895,20250901,0,46941
20251113,47139.00,198,239966032732,20250901,0,47139
20251114,46084.00,-1055,234753860407,20250901,0,46084
20251117,46103.00,19,234865716389,20250901,0,46103
20251118,45907.00,-196,233999386734,20250901,0,45907
20251119,45416.00,-491,231800341934,20250901,0,45416
20251120,46186.00,770,235675620084,20250901,0,46186
20251121,45151.00,-1035,230309531737,20250901,0,45151
20251125,46503.00,1352,237460311897,20250901,0,46503
20251126,46627.00,124,238090956087,20250901,0,46627
20251127,46895.00,268,239774802119,20250901,0,46895
20251128,47111.00,216,240984932244,20250901,0,47111
20251201,47250.00,139,241695074216,20250901,0,47250
20251202,47029.00,-221,240855078553,20250901,0,47029
20251203,47464.00,435,243959084227,20250901,0,47464
20251204,47397.00,-67,243711465689,20250901,0,47397
20251205,47297.00,-100,243367664662,20250901,0,47297
20251208,47540.00,243,244617953239,20250901,0,47540
20251209,47667.00,127,245377759560,20250901,0,47667
20251210,48001.00,334,247686618888,20250901,0,48001
20251211,47891.00,-110,247217871161,20250901,0,47891
20251212,47676.00,-215,246331028542,20250901,0,47676
20251215,46859.00,-817,242124164078,20250901,0,46859
20251216,46352.00,-507,239673962111,20250901,0,46352
20251217,46340.00,-12,239785883382,20250901,0,46340
20251218,45719.00,-621,236606767396,20250901,0,45719
20251219,46477.00,758,240648357784,20250901,0,46477
20251222,47615.00,1138,246871006626,20250901,0,47615
20251223,47570.00,-45,246678042306,20250901,0,47570
20251224,47643.00,73,247169684832,20250901,0,47643
20251225,47679.00,36,247214114877,20250901,0,47679
20251226,47858.00,179,248051886445,20250901,0,47858
20251229,47823.00,-35,247872010646,20250901,0,47823
20251230,47628.00,-195,247113185476,20250901,0,47628
20260105,47254.00,-374,245364335215,20250901,0,47254
20260106,47444.00,190,246407438400,20250901,0,47444
20260107,47873.00,429,250674102612,20250901,0,47873
20260108,47957.00,84,251463315472,20250901,0,47957
20260109,47770.00,-187,250941471506,20250901,0,47770
20260113,48643.00,873,256137379368,20250901,0,48643
20260114,48857.00,214,257461381716,20250901,0,48857
20260115,48129.00,-728,254097073754,20250901,0,48129
20260116,48341.00,212,255278602230,20250901,0,48341
20260119,47934.00,-407,253483420465,20250901,0,47934
20260120,48128.00,194,254595728679,20250901,0,48128
20260121,47124.00,-1004,249282519204,20250901,0,47124
20260122,47767.00,643,253153984135,20250901,0,47767
20260123,48234.00,467,255665976158,20250901,0,48234
20260126,47247.00,-987,250546498402,20250901,0,47247
20260127,47285.00,38,250767821497,20250901,0,47285
20260128,47127.00,-158,250173588081,20250901,0,47127
20260129,47489.00,362,252284262584,20250901,0,47489
20260130,47391.00,-98,251863390108,20250901,0,47391
20260202,47284.00,-107,251376910774,20250901,0,47284
20260203,47723.00,439,253737025253,20250901,0,47723
20260204,47123.00,-600,251482622850,20250901,0,47123
20260205,46523.00,-600,248478957812,20250901,0,46523
20260206,45871.00,-652,245043153836,20250901,0,45871
20260209,46895.00,1024,250631926051,20250901,0,46895
20260210,47018.00,123,251271885060,20250901,0,47018
20260212,46044.00,-974,246971806132,20250901,0,46044
20260213,44994.00,-1050,241460349502,20250901,0,44994
20260216,45121.00,127,242321048058,20250901,0,45121
20260217,45193.00,72,242857775223,20250901,0,45193
20260218,45109.00,-84,242404292431,20250901,0,45109
20260219,45927.00,818,247277430077,20250901,0,45927
20260220,45852.00,-75,246812101819,20250901,0,45852
20260224,45601.00,-251,245480500565,20250901,0,45601
20260225,46384.00,783,249961802190,20250901,0,46384
20260226,47138.00,754,254011437411,20250901,0,47138
20260227,46483.00,-655,250588887602,20250901,0,46483
20260302,46565.00,82,251163212920,20250901,0,46565
20260303,46912.00,347,253178807467,20250901,0,46912
20260304,46458.00,-454,251578937916,20250901,0,46458
20260305,46835.00,377,253650857718,20250901,0,46835
20260306,46953.00,118,254136070766,20250901,0,46953
20260309,46619.00,-334,252418329819,20250901,0,46619
20260310,46942.00,323,254217344645,20250901,0,46942
20260311,47072.00,130,255800947569,20250901,0,47072
20260312,47343.00,271,257489732485,20250901,0,47343
20260313,46575.00,-768,253374852853,20250901,0,46575
20260316,46338.00,-237,252337729720,20250901,0,46338
20260317,46842.00,504,255094227764,20250901,0,46842
20260318,47026.00,184,256253174998,20250901,0,47026
20260319,46552.00,-474,253856974006,20250901,0,46552
20260323,45445.00,-1107,247834860786,20250901,0,45445
20260324,45696.00,251,249255319358,20250901,0,45696
20260325,45398.00,-298,247728074565,20250901,0,45398
20260326,45949.00,551,250808966310,20250901,0,45949
20260327,44877.00,-1072,245121810612,20250901,0,44877
20260330,44119.00,-758,241083833113,20250901,0,44119
20260331,43746.00,-373,239237588439,20250901,0,43746
20260401,44960.00,1214,245866480541,20250901,0,44960
20260402,45450.00,490,248523068792,20250901,0,45450
20260403,45783.00,333,251347611575,20250901,0,45783
20260406,45800.00,17,251721168465,20250901,0,45800
20260407,46102.00,302,253378464304,20250901,0,46102
20260408,45775.00,-327,251985037574,20250901,0,45775
20260409,47180.00,1405,260306557341,20250901,0,47180
20260410,47632.00,452,263513844655,20250901,0,47632
20260413,47869.00,237,265082728099,20250901,0,47869
20260414,48180.00,311,267051951125,20250901,0,48180
20260415,48951.00,771,271650938729,20250901,0,48951
20260416,49609.00,658,275544487137,20250901,0,49609
20260417,50039.00,430,278189016625,20250901,0,50039
20260420,50552.00,513,281123281738,20250901,0,50552
20260421,50396.00,-156,280361017330,20250901,0,50396
20260422,50249.00,-147,279922813368,20250901,0,50249
20260423,51167.00,918,285189351682,20250901,0,51167
20260424,51023.00,-144,284539528869,20250901,0,51023
20260427,51921.00,898,289718383916,20250901,0,51921
20260428,51919.00,-2,289947373219,20250901,0,51919
20260430,51969.00,50,290714577909,20250901,0,51969
20260501,51411.00,-558,287749061714,20250901,0,51411
20260507,53302.00,1891,298584067736,20250901,0,53302
20260508,53464.00,162,300644146168,20250901,0,53464
20260511,54706.00,1242,308745998542,20250901,0,54706
20260512,55012.00,306,311243906720,20250901,0,55012
20260513,54664.00,-348,309929041316,20250901,0,54664
20260514,55265.00,601,313842188217,20250901,0,55265
20260515,55901.00,636,317786930222,20250901,0,55901
20260518,55197.00,-704,314085298233,20250901,0,55197
20260519,54967.00,-230,313462586143,20250901,0,54967
20260520,54635.00,-332,312185480169,20250901,0,54635
20260521,55514.00,879,317528664038,20250901,0,55514
20260522,55712.00,198,319304222491,20250901,0,55712
20260525,55848.00,136,320472075374,20250901,0,55848
20260526,55885.00,37,321166559421,20250901,0,55885
20260527,56981.00,1096,327462361361,20250901,0,56981
20260528,57045.00,64,329150011895,20250901,0,57045
