基準日,基準価額,前日比,純資産総額,直近決算日,直近分配金,分配金再投資基準価額
20260529,57424.00,379,331893845328,20250901,0,57424
20260601,57657.00,233,333708383001,20250901,0,57657
20260602,58109.00,452,336935477195,20250901,0,58109
20260603,58473.00,364,340804422971,20250901,0,58473
20260604,58304.00,-169,340503953163,20250901,0,58304
20260605,58021.00,-283,339555587771,20250901,0,58021
20260608,55374.00,-2647,324691157348,20250901,0,55374
20260609,56225.00,851,330369609038,20250901,0,56225
20260610,55638.00,-587,328699289410,20250901,0,55638
20260611,54589.00,-1049,323246504419,20250901,0,54589
20260612,56237.00,1648,333843683619,20250901,0,56237
20260615,56596.00,359,336498670723,20250901,0,56596
20260616,58373.00,1777,348068784432,20250901,0,58373
20260617,57337.00,-1036,343027993691,20250901,0,57337
20260618,56890.00,-447,340853708710,20250901,0,56890
20260619,58430.00,1540,350624204358,20250901,0,58430
20260622,58584.00,154,351969302255,20250901,0,58584
20260623,58480.00,-104,351346565557,20250901,0,58480
20260624,56565.00,-1915,340679969369,20250901,0,56565
20260625,56374.00,-191,339857180204,20250901,0,56374
20260626,56827.00,453,342949381891,20250901,0,56827
20260629,56147.00,-680,339322946190,20250901,0,56147
20260630,57643.00,1496,348793038916,20250901,0,57643
20260701,58736.00,1093,356042693409,20250901,0,58736
20260702,57807.00,-929,350655069581,20250901,0,57807
20260703,56388.00,-1419,343343435395,20250901,0,56388
20260706,56494.00,106,344470583988,20250901,0,56494
20260707,57411.00,917,350062533801,20250901,0,57411
20260708,56473.00,-938,345306319837,20250901,0,56473
20260709,56685.00,212,347493274126,20250901,0,56685
20260710,57463.00,778,353171584829,20250901,0,57463
20260713,57647.00,184,354622738116,20250901,0,57647
20260714,56635.00,-1012,348952730490,20250901,0,56635
20260715,57198.00,563,353024199524,20250901,0,57198
20260716,57052.00,-146,352329212565,20250901,0,57052
20260717,56230.00,-822,347842457435,20250901,0,56230
20260721,55424.00,-806,343123111668,20250901,0,55424
20260722,56718.00,1294,351366868201,20250901,0,56718
20260723,56383.00,-335,349645849382,20250901,0,56383
20260724,55626.00,-757,345256282152,20250901,0,55626
20260727,54881.00,-745,340810047617,20250901,0,54881
20260728,54749.00,-132,340167839099,20250901,0,54749
20260729,54169.00,-580,337223171804,20250901,0,54169
20260730,52997.00,-1172,330058642240,20250901,0,52997
20260731,53840.00,843,335370056785,20250901,0,53840
20260803,52503.00,-1337,327225595077,20250901,0,52503
20260804,53994.00,1491,336905159722,20250901,0,53994
20260805,55841.00,1847,350133776199,20250901,0,55841
20260806,55457.00,-384,348023885352,20250901,0,55457
20260807,55539.00,82,348854581744,20250901,0,55539
20260810,55962.00,423,351634247142,20250901,0,55962
20260812,56090.00,128,353300268961,20250901,0,56090
20260813,56507.00,417,357277977483,20250901,0,56507
20260814,57163.00,656,362043134763,20250901,0,57163
20260817,56979.00,-184,361076372544,20250901,0,56979
20260818,57022.00,43,361509858636,20250901,0,57022
20260819,56038.00,-984,355926064518,20250901,0,56038
20260820,55582.00,-456,353087855193,20250901,0,55582
20260821,55416.00,-166,352059265110,20250901,0,55416
20260824,55485.00,69,352881805533,20250901,0,55485
20260825,55089.00,-396,350501934494,20250901,0,55089
20260826,55405.00,316,352750161108,20250901,0,55405
20260827,55452.00,47,353342147533,20250901,0,55452
20260828,56317.00,865,359006094722,20250901,0,56317
20260831,56142.00,-175,358176498981,20260831,0,56142
20260901,56107.00,-35,358163821154,20260831,0,56107
20260902,55556.00,-551,354774317621,20260831,0,55556
20260903,55133.00,-423,353238153794,20260831,0,55133
20260904,54714.00,-419,350687924425,20260831,0,54714
20260907,54927.00,213,352255690003,20260831,0,54927
20260908,54148.00,-779,347327609447,20260831,0,54148
20260909,54083.00,-65,346910201220,20260831,0,54083
20260910,53921.00,-162,347690078229,20260831,0,53921
20260911,53662.00,-259,346301227482,20260831,0,53662
